"CF4","C2F6","C6F14","HFC23","HFC32","HFC43_10","HFC125","HFC134a","HFC143a","HFC227ea","HFC245fa","SF6"
1.024955991601806,1.024955991601806,1.024955991601806,1.024955991601806,1.024955991601806,1.024955991601806,1.024955991601806,1.024955991601806,1.024955991601806,1.024955991601806,1.024955991601806,1.024955991601806
0.8413324336528679,0.8413324336528679,0.8413324336528679,0.8413324336528679,0.8413324336528679,0.8413324336528679,0.8413324336528679,0.8413324336528679,0.8413324336528679,0.8413324336528679,0.8413324336528679,0.8413324336528679
0.926851265362714,0.926851265362714,0.926851265362714,0.926851265362714,0.926851265362714,0.926851265362714,0.926851265362714,0.926851265362714,0.926851265362714,0.926851265362714,0.926851265362714,0.926851265362714
0.9489550416198298,0.9489550416198298,0.9489550416198298,0.9489550416198298,0.9489550416198298,0.9489550416198298,0.9489550416198298,0.9489550416198298,0.9489550416198298,0.9489550416198298,0.9489550416198298,0.9489550416198298
1.1161609568944335,1.1161609568944335,1.1161609568944335,1.1161609568944335,1.1161609568944335,1.1161609568944335,1.1161609568944335,1.1161609568944335,1.1161609568944335,1.1161609568944335,1.1161609568944335,1.1161609568944335
0.8473027314902999,0.8473027314902999,0.8473027314902999,0.8473027314902999,0.8473027314902999,0.8473027314902999,0.8473027314902999,0.8473027314902999,0.8473027314902999,0.8473027314902999,0.8473027314902999,0.8473027314902999
1.0176294603068337,1.0176294603068337,1.0176294603068337,1.0176294603068337,1.0176294603068337,1.0176294603068337,1.0176294603068337,1.0176294603068337,1.0176294603068337,1.0176294603068337,1.0176294603068337,1.0176294603068337
0.9754832809670134,0.9754832809670134,0.9754832809670134,0.9754832809670134,0.9754832809670134,0.9754832809670134,0.9754832809670134,0.9754832809670134,0.9754832809670134,0.9754832809670134,0.9754832809670134,0.9754832809670134
0.9648029223469594,0.9648029223469594,0.9648029223469594,0.9648029223469594,0.9648029223469594,0.9648029223469594,0.9648029223469594,0.9648029223469594,0.9648029223469594,0.9648029223469594,0.9648029223469594,0.9648029223469594
1.1069498523915917,1.1069498523915917,1.1069498523915917,1.1069498523915917,1.1069498523915917,1.1069498523915917,1.1069498523915917,1.1069498523915917,1.1069498523915917,1.1069498523915917,1.1069498523915917,1.1069498523915917
1.0714845884535198,1.0714845884535198,1.0714845884535198,1.0714845884535198,1.0714845884535198,1.0714845884535198,1.0714845884535198,1.0714845884535198,1.0714845884535198,1.0714845884535198,1.0714845884535198,1.0714845884535198
1.0669417688382203,1.0669417688382203,1.0669417688382203,1.0669417688382203,1.0669417688382203,1.0669417688382203,1.0669417688382203,1.0669417688382203,1.0669417688382203,1.0669417688382203,1.0669417688382203,1.0669417688382203
0.882186357754174,0.882186357754174,0.882186357754174,0.882186357754174,0.882186357754174,0.882186357754174,0.882186357754174,0.882186357754174,0.882186357754174,0.882186357754174,0.882186357754174,0.882186357754174
0.9689657499165952,0.9689657499165952,0.9689657499165952,0.9689657499165952,0.9689657499165952,0.9689657499165952,0.9689657499165952,0.9689657499165952,0.9689657499165952,0.9689657499165952,0.9689657499165952,0.9689657499165952
0.9785162352703051,0.9785162352703051,0.9785162352703051,0.9785162352703051,0.9785162352703051,0.9785162352703051,0.9785162352703051,0.9785162352703051,0.9785162352703051,0.9785162352703051,0.9785162352703051,0.9785162352703051
1.0160259452745835,1.0160259452745835,1.0160259452745835,1.0160259452745835,1.0160259452745835,1.0160259452745835,1.0160259452745835,1.0160259452745835,1.0160259452745835,1.0160259452745835,1.0160259452745835,1.0160259452745835
0.8103434739367511,0.8103434739367511,0.8103434739367511,0.8103434739367511,0.8103434739367511,0.8103434739367511,0.8103434739367511,0.8103434739367511,0.8103434739367511,0.8103434739367511,0.8103434739367511,0.8103434739367511
0.9704907598063824,0.9704907598063824,0.9704907598063824,0.9704907598063824,0.9704907598063824,0.9704907598063824,0.9704907598063824,0.9704907598063824,0.9704907598063824,0.9704907598063824,0.9704907598063824,0.9704907598063824
1.0001780181424103,1.0001780181424103,1.0001780181424103,1.0001780181424103,1.0001780181424103,1.0001780181424103,1.0001780181424103,1.0001780181424103,1.0001780181424103,1.0001780181424103,1.0001780181424103,1.0001780181424103
0.9612721283626676,0.9612721283626676,0.9612721283626676,0.9612721283626676,0.9612721283626676,0.9612721283626676,0.9612721283626676,0.9612721283626676,0.9612721283626676,0.9612721283626676,0.9612721283626676,0.9612721283626676
0.9450480552626387,0.9450480552626387,0.9450480552626387,0.9450480552626387,0.9450480552626387,0.9450480552626387,0.9450480552626387,0.9450480552626387,0.9450480552626387,0.9450480552626387,0.9450480552626387,0.9450480552626387
0.8998370628670793,0.8998370628670793,0.8998370628670793,0.8998370628670793,0.8998370628670793,0.8998370628670793,0.8998370628670793,0.8998370628670793,0.8998370628670793,0.8998370628670793,0.8998370628670793,0.8998370628670793
0.8512448023797524,0.8512448023797524,0.8512448023797524,0.8512448023797524,0.8512448023797524,0.8512448023797524,0.8512448023797524,0.8512448023797524,0.8512448023797524,0.8512448023797524,0.8512448023797524,0.8512448023797524
0.9044974579018463,0.9044974579018463,0.9044974579018463,0.9044974579018463,0.9044974579018463,0.9044974579018463,0.9044974579018463,0.9044974579018463,0.9044974579018463,0.9044974579018463,0.9044974579018463,0.9044974579018463
0.9939296750636208,0.9939296750636208,0.9939296750636208,0.9939296750636208,0.9939296750636208,0.9939296750636208,0.9939296750636208,0.9939296750636208,0.9939296750636208,0.9939296750636208,0.9939296750636208,0.9939296750636208
